1, 40, 10, 1, 3000, 100,  93,  96
2, 40, 10, 1, 3000, 100,  93,  96
3, 40, 10, 1, 3000,  99,  94,  97
4, 40, 10, 1, 3000, 100,  95,  97
5, 40, 10, 1, 3000, 100,  92,  96
6, 40, 10, 1, 3000, 100,  92,  96
7, 40, 10, 1, 3000, 100,  95,  97
8, 40, 10, 1, 3000, 100,  93,  96
9, 40, 10, 1, 3000, 100,  94,  97
10, 40, 10, 1, 3000, 100,  94,  97
11, 40, 10, 1, 3000, 100,  92,  96
12, 40, 10, 1, 3000, 100,  92,  96
13, 40, 10, 1, 3000, 100,  91,  95
14, 40, 10, 1, 3000, 100,  93,  96
15, 40, 10, 1, 3000, 100,  94,  97
16, 40, 10, 1, 3000, 100,  92,  96
17, 40, 10, 1, 3000, 100,  92,  96
18, 40, 10, 1, 3000, 100,  95,  97
19, 40, 10, 1, 3000, 100,  94,  97
20, 40, 10, 1, 3000, 100,  90,  95
21, 40, 10, 1, 3000, 100,  94,  97
22, 40, 10, 1, 3000, 100,  93,  96
23, 40, 10, 1, 3000, 100,  92,  96
24, 40, 10, 1, 3000, 100,  93,  96
25, 40, 10, 1, 3000, 100,  93,  96
26, 40, 10, 1, 3000, 100,  93,  96
27, 40, 10, 1, 3000, 100,  94,  97
28, 40, 10, 1, 3000,  98,  88,  93
29, 40, 10, 1, 3000, 100,  94,  97
30, 40, 10, 1, 3000, 100,  91,  95
31, 40, 10, 1, 3000, 100,  93,  96
32, 40, 10, 1, 3000, 100,  95,  97
33, 40, 10, 1, 3000, 100,  92,  96
34, 40, 10, 1, 3000,  97,  88,  93
35, 40, 10, 1, 3000, 100,  94,  97
36, 40, 10, 1, 3000, 100,  94,  97
37, 40, 10, 1, 3000, 100,  77,  88
38, 40, 10, 1, 3000, 100,  93,  96
39, 40, 10, 1, 3000, 100,  96,  98
40, 40, 10, 1, 3000, 100,  92,  96
41, 40, 10, 1, 3000, 100,  92,  96
42, 40, 10, 1, 3000, 100,  93,  96
43, 40, 10, 1, 3000, 100,  92,  96
44, 40, 10, 1, 3000, 100,  93,  96
45, 40, 10, 1, 3000, 100,  94,  97
46, 40, 10, 1, 3000,  98,  90,  94
47, 40, 10, 1, 3000, 100,  91,  95
48, 40, 10, 1, 3000, 100,  94,  97
49, 40, 10, 1, 3000, 100,  94,  97
50, 40, 10, 1, 3000, 100,  92,  96
51, 40, 10, 1, 3000, 100,  93,  96
52, 40, 10, 1, 3000, 100,  94,  97
53, 40, 10, 1, 3000, 100,  92,  96
54, 40, 10, 1, 3000, 100,  91,  95
55, 40, 10, 1, 3000, 100,  95,  97
56, 40, 10, 1, 3000, 100,  91,  95
57, 40, 10, 1, 3000, 100,  94,  97
58, 40, 10, 1, 3000, 100,  92,  96
59, 40, 10, 1, 3000, 100,  90,  95
60, 40, 10, 1, 3000, 100,  90,  95
61, 40, 10, 1, 3000, 100,  91,  95
