1, 40, 10, 1, 3000, 100,  99,  99, 100,  86,  93, 100,  93,  96
2, 40, 10, 1, 3000, 100,  99,  99, 100,  86,  93, 100,  93,  96
3, 40, 10, 1, 3000, 100, 100, 100,  99,  88,  94,  99,  94,  97
4, 40, 10, 1, 3000, 100,  99,  99, 100,  91,  95, 100,  95,  97
5, 40, 10, 1, 3000, 100,  98,  99, 100,  87,  93, 100,  92,  96
6, 40, 10, 1, 3000, 100,  99,  99, 100,  86,  93, 100,  92,  96
7, 40, 10, 1, 3000, 100, 100, 100, 100,  90,  95, 100,  95,  97
8, 40, 10, 1, 3000, 100,  99,  99, 100,  87,  93, 100,  93,  96
9, 40, 10, 1, 3000, 100, 100, 100, 100,  88,  94, 100,  94,  97
10, 40, 10, 1, 3000, 100,  99,  99, 100,  88,  94, 100,  94,  97
11, 40, 10, 1, 3000, 100,  99,  99, 100,  85,  92, 100,  92,  96
12, 40, 10, 1, 3000, 100,  98,  99, 100,  85,  92, 100,  92,  96
13, 40, 10, 1, 3000, 100,  97,  98, 100,  85,  92, 100,  91,  95
14, 40, 10, 1, 3000, 100, 100, 100, 100,  86,  93, 100,  93,  96
15, 40, 10, 1, 3000, 100,  99,  99, 100,  88,  94, 100,  94,  97
16, 40, 10, 1, 3000, 100,  99,  99, 100,  85,  92, 100,  92,  96
17, 40, 10, 1, 3000, 100,  98,  99, 100,  85,  92, 100,  92,  96
18, 40, 10, 1, 3000, 100,  99,  99, 100,  90,  95, 100,  95,  97
19, 40, 10, 1, 3000, 100,  99,  99, 100,  88,  94, 100,  94,  97
20, 40, 10, 1, 3000, 100,  97,  98, 100,  84,  92, 100,  90,  95
21, 40, 10, 1, 3000, 100,  99,  99, 100,  89,  94, 100,  94,  97
22, 40, 10, 1, 3000, 100,  98,  99, 100,  88,  94, 100,  93,  96
23, 40, 10, 1, 3000, 100,  99,  99, 100,  86,  93, 100,  92,  96
24, 40, 10, 1, 3000, 100,  99,  99, 100,  87,  93, 100,  93,  96
25, 40, 10, 1, 3000, 100,  99,  99, 100,  87,  93, 100,  93,  96
26, 40, 10, 1, 3000, 100,  99,  99, 100,  87,  93, 100,  93,  96
27, 40, 10, 1, 3000, 100,  99,  99, 100,  88,  94, 100,  94,  97
28, 40, 10, 1, 3000, 100,  97,  98,  96,  80,  88,  98,  88,  93
29, 40, 10, 1, 3000, 100,  99,  99, 100,  88,  94, 100,  94,  97
30, 40, 10, 1, 3000, 100,  99,  99, 100,  83,  91, 100,  91,  95
31, 40, 10, 1, 3000, 100,  99,  99, 100,  88,  94, 100,  93,  96
32, 40, 10, 1, 3000, 100,  99,  99, 100,  91,  95, 100,  95,  97
33, 40, 10, 1, 3000, 100,  99,  99, 100,  85,  92, 100,  92,  96
34, 40, 10, 1, 3000,  99,  98,  99,  95,  78,  86,  97,  88,  93
35, 40, 10, 1, 3000, 100,  99,  99, 100,  89,  94, 100,  94,  97
36, 40, 10, 1, 3000, 100, 100, 100, 100,  89,  94, 100,  94,  97
37, 40, 10, 1, 3000, 100,  86,  93, 100,  68,  84, 100,  77,  88
38, 40, 10, 1, 3000, 100,  99,  99, 100,  87,  93, 100,  93,  96
39, 40, 10, 1, 3000, 100, 100, 100, 100,  92,  96, 100,  96,  98
40, 40, 10, 1, 3000, 100,  99,  99, 100,  86,  93, 100,  92,  96
41, 40, 10, 1, 3000, 100,  98,  99, 100,  85,  92, 100,  92,  96
42, 40, 10, 1, 3000, 100,  99,  99, 100,  88,  94, 100,  93,  96
43, 40, 10, 1, 3000, 100,  99,  99, 100,  85,  92, 100,  92,  96
44, 40, 10, 1, 3000, 100,  99,  99, 100,  86,  93, 100,  93,  96
45, 40, 10, 1, 3000, 100, 100, 100, 100,  89,  94, 100,  94,  97
46, 40, 10, 1, 3000, 100,  99,  99,  96,  81,  88,  98,  90,  94
47, 40, 10, 1, 3000, 100,  96,  98, 100,  85,  92, 100,  91,  95
48, 40, 10, 1, 3000, 100,  99,  99, 100,  89,  94, 100,  94,  97
49, 40, 10, 1, 3000, 100,  99,  99, 100,  89,  94, 100,  94,  97
50, 40, 10, 1, 3000, 100,  98,  99, 100,  86,  93, 100,  92,  96
51, 40, 10, 1, 3000, 100,  99,  99, 100,  86,  93, 100,  93,  96
52, 40, 10, 1, 3000, 100, 100, 100, 100,  89,  94, 100,  94,  97
53, 40, 10, 1, 3000, 100,  99,  99, 100,  84,  92, 100,  92,  96
54, 40, 10, 1, 3000, 100,  99,  99, 100,  84,  92, 100,  91,  95
55, 40, 10, 1, 3000, 100,  99,  99, 100,  90,  95, 100,  95,  97
56, 40, 10, 1, 3000, 100,  97,  98, 100,  85,  92, 100,  91,  95
57, 40, 10, 1, 3000, 100,  99,  99, 100,  88,  94, 100,  94,  97
58, 40, 10, 1, 3000, 100,  98,  99, 100,  85,  92, 100,  92,  96
59, 40, 10, 1, 3000, 100,  98,  99, 100,  82,  91, 100,  90,  95
60, 40, 10, 1, 3000, 100,  97,  98, 100,  83,  91, 100,  90,  95
61, 40, 10, 1, 3000, 100,  99,  99, 100,  82,  91, 100,  91,  95
62, 40, 10, 1, 3000, 100,  99,  99, 100,  84,  92, 100,  91,  95
63, 40, 10, 1, 3000, 100,  99,  99, 100,  88,  94, 100,  94,  97
64, 40, 10, 1, 3000, 100,  99,  99, 100,  86,  93, 100,  93,  96
65, 40, 10, 1, 3000, 100,  99,  99, 100,  86,  93, 100,  92,  96
66, 40, 10, 1, 3000, 100,  98,  99, 100,  86,  93, 100,  92,  96
67, 40, 10, 1, 3000, 100,  98,  99, 100,  85,  92, 100,  92,  96
68, 40, 10, 1, 3000, 100,  99,  99, 100,  84,  92, 100,  91,  95
69, 40, 10, 1, 3000, 100,  98,  99, 100,  84,  92, 100,  91,  95
70, 40, 10, 1, 3000, 100,  99,  99, 100,  86,  93, 100,  93,  96
71, 40, 10, 1, 3000, 100,  99,  99, 100,  89,  94, 100,  94,  97
72, 40, 10, 1, 3000, 100,  99,  99, 100,  88,  94, 100,  93,  96
73, 40, 10, 1, 3000, 100,  99,  99, 100,  87,  93, 100,  93,  96
74, 40, 10, 1, 3000, 100,  99,  99, 100,  90,  95, 100,  94,  97
75, 40, 10, 1, 3000, 100,  99,  99, 100,  87,  93, 100,  93,  96
76, 40, 10, 1, 3000, 100,  99,  99, 100,  89,  94, 100,  94,  97
77, 40, 10, 1, 3000, 100,  99,  99, 100,  86,  93, 100,  93,  96
78, 40, 10, 1, 3000, 100,  99,  99, 100,  90,  95, 100,  94,  97
79, 40, 10, 1, 3000, 100,  99,  99, 100,  87,  93, 100,  93,  96
80, 40, 10, 1, 3000, 100,  97,  98, 100,  86,  93, 100,  91,  95
81, 40, 10, 1, 3000, 100,  99,  99, 100,  87,  93, 100,  93,  96
82, 40, 10, 1, 3000, 100,  99,  99, 100,  88,  94, 100,  93,  96
83, 40, 10, 1, 3000, 100,  99,  99, 100,  90,  95, 100,  95,  97
84, 40, 10, 1, 3000, 100,  99,  99, 100,  87,  93, 100,  93,  96
85, 40, 10, 1, 3000, 100,  98,  99, 100,  89,  94, 100,  94,  97
86, 40, 10, 1, 3000, 100,  99,  99, 100,  88,  94, 100,  94,  97
87, 40, 10, 1, 3000, 100,  98,  99, 100,  87,  93, 100,  92,  96
88, 40, 10, 1, 3000, 100,  99,  99,  97,  85,  91,  98,  92,  95
89, 40, 10, 1, 3000, 100,  99,  99, 100,  88,  94, 100,  94,  97
90, 40, 10, 1, 3000, 100,  99,  99, 100,  86,  93, 100,  93,  96
91, 40, 10, 1, 3000, 100,  99,  99, 100,  87,  93, 100,  93,  96
92, 40, 10, 1, 3000, 100, 100, 100, 100,  89,  94, 100,  94,  97
93, 40, 10, 1, 3000, 100,  99,  99, 100,  84,  92, 100,  92,  96
94, 40, 10, 1, 3000,  97,  97,  97,  82,  79,  80,  89,  88,  89
95, 40, 10, 1, 3000, 100,  99,  99, 100,  86,  93, 100,  93,  96
96, 40, 10, 1, 3000, 100,  99,  99, 100,  88,  94, 100,  93,  96
97, 40, 10, 1, 3000, 100,  99,  99, 100,  90,  95, 100,  95,  97
98, 40, 10, 1, 3000, 100,  98,  99, 100,  86,  93, 100,  92,  96
99, 40, 10, 1, 3000, 100,  99,  99, 100,  88,  94, 100,  93,  96
100, 40, 10, 1, 3000, 100,  99,  99, 100,  88,  94, 100,  93,  96
101, 40, 10, 1, 3000, 100,  98,  99, 100,  85,  92, 100,  92,  96
102, 40, 10, 1, 3000, 100,  99,  99, 100,  91,  95, 100,  95,  97
103, 40, 10, 1, 3000, 100,  99,  99, 100,  87,  93, 100,  93,  96
104, 40, 10, 1, 3000,  98,  91,  94,  95,  71,  83,  96,  81,  89
105, 40, 10, 1, 3000, 100,  99,  99, 100,  88,  94, 100,  93,  96
106, 40, 10, 1, 3000, 100,  99,  99, 100,  85,  92, 100,  92,  96
107, 40, 10, 1, 3000, 100,  99,  99, 100,  88,  94, 100,  93,  96
108, 40, 10, 1, 3000, 100,  99,  99, 100,  86,  93, 100,  93,  96
109, 40, 10, 1, 3000, 100,  99,  99, 100,  92,  96, 100,  95,  97
